term,estimate,std.error,statistic,p.value
payer_codeMP,-0.1850788689142888,0.40695976654086485,-0.45478419276541454,0.649264503444372
payer_codeOG,0.2479027873807071,0.11666936667679828,2.124831859827065,0.03360064535091721
payer_codeOT,-0.07287865968943551,0.4076578917963419,-0.178774068050777,0.8581151079264093
payer_codePO,-0.008662811188905732,0.17165821792419342,-0.050465461506371614,0.9597514720439283
payer_codeSI,0.5670119120453672,0.4514318249044035,1.256029993378157,0.20910509582620224
payer_codeSP,0.09236233142508699,0.07394849605522132,1.2490089231309731,0.2116618101894093
payer_codeUN,0.08363238011688515,0.0915661455639533,0.9133548169118147,0.3610559607996201
payer_codeunknown,0.24743072767862268,0.05904846070968577,4.190299369447176,2.78586650492268e-5
payer_codeWC,-0.7840613955635922,0.5243490183725786,-1.4953044023941964,0.1348350166728243
medical_specialtyAnesthesiology,-1.6719034892063296,1.337534321668648,-1.249989224291858,0.21130348370669422
